model,partition,optimiser,driver,seed,shared,round,n_clients,disp_rms_coord,disp_mean_l2,disp_max_l2,disp_rel_to_weights,delta_rms,delta_disp_rel,weights_rms,min_pair_l2,krum_idx_flower,krum_idx_ref,krum_sel_agree,krum_score_best,krum_score_margin_rel,gap_krum,relgap_krum,gap_multikrum3,relgap_multikrum3,gap_median,relgap_median,gap_trimmed,relgap_trimmed,noise_fedavg,noise_krum,noise_multikrum3,noise_median,noise_trimmed,train_loss,train_acc,test_loss,test_acc
mlp,iid,sgd,fedavg,0,0.000000000000e+00,11,16,1.089599903630e-02,5.243813014907e-01,7.263781121782e-01,4.596183587613e-02,5.277865201722e-03,2.064470883558e+00,2.370662274167e-01,4.967688743207e-01,1,1,1,5.159119541707e+00,3.001882162450e-02,3.565735007442e-02,2.770376814822e-02,2.395275643090e-02,1.860995304719e-02,1.014620850290e-02,7.883036943605e-03,5.970647890548e-03,4.638859716416e-03,4.440892098501e-16,1.110223024625e-16,2.220446049250e-16,0.000000000000e+00,2.220446049250e-16,1.915515864680e-01,9.596662030598e-01,1.896456383951e-01,9.637883008357e-01
mlp,iid,sgd,fedavg,0,0.000000000000e+00,12,16,1.063306467368e-02,5.106460587836e-01,6.634471851392e-01,4.420168797030e-02,4.855560749387e-03,2.189873677315e+00,2.405578873103e-01,4.740030181397e-01,1,1,1,4.728748332891e+00,7.644533777524e-02,2.910450090793e-02,2.214304065185e-02,1.644649468784e-02,1.251268323086e-02,9.036368413572e-03,6.874973522472e-03,5.904983362400e-03,4.492579586082e-03,2.220446049250e-16,1.110223024625e-16,2.220446049250e-16,0.000000000000e+00,2.220446049250e-16,1.795708937111e-01,9.638386648122e-01,1.786001591722e-01,9.665738161560e-01
mlp,iid,sgd,fedavg,0,0.000000000000e+00,13,16,1.041546486872e-02,5.015449960362e-01,6.669840856447e-01,4.272849021489e-02,4.414471893565e-03,2.359390912400e+00,2.437592532837e-01,4.737712453639e-01,1,1,1,4.771214902353e+00,2.756187854062e-02,3.480011033430e-02,2.596181225581e-02,1.675847101392e-02,1.250226720485e-02,9.153791012600e-03,6.828972707703e-03,5.180957615652e-03,3.865132829486e-03,2.220446049250e-16,1.110223024625e-16,2.220446049250e-16,0.000000000000e+00,2.220446049250e-16,1.691332935046e-01,9.659248956885e-01,1.683369745113e-01,9.721448467967e-01
mlp,iid,sgd,fedavg,0,0.000000000000e+00,14,16,1.017091782285e-02,4.879441973298e-01,6.916187763918e-01,4.121443289083e-02,4.116109575450e-03,2.471002687468e+00,2.467804870636e-01,4.456893638846e-01,1,1,1,4.393468372170e+00,1.589233559690e-03,3.079628984223e-02,2.256864750384e-02,1.700384481437e-02,1.246103935868e-02,8.561397305043e-03,6.274105059657e-03,5.558800639384e-03,4.073692409607e-03,4.440892098501e-16,1.110223024625e-16,2.220446049250e-16,0.000000000000e+00,2.220446049250e-16,1.601416925943e-01,9.680111265647e-01,1.592420740733e-01,9.721448467967e-01
mlp,iid,sgd,fedavg,0,0.000000000000e+00,15,16,1.030751257506e-02,4.965437979477e-01,6.605574424997e-01,4.130019704445e-02,3.879683469266e-03,2.656792147276e+00,2.495753849303e-01,4.779796896475e-01,1,1,1,4.719482528589e+00,1.293861671936e-02,3.502238577520e-02,2.525912924188e-02,1.826195817576e-02,1.317103765381e-02,9.159088340139e-03,6.605792009899e-03,5.207901700016e-03,3.756085121216e-03,2.220446049250e-16,1.110223024625e-16,2.220446049250e-16,0.000000000000e+00,2.220446049250e-16,1.530058165207e-01,9.700973574409e-01,1.523936987580e-01,9.749303621170e-01
mlp,iid,sgd,fedavg,0,0.000000000000e+00,16,16,1.032832369972e-02,4.933566942680e-01,7.320866068368e-01,4.095094936908e-02,3.842140416965e-03,2.688169243923e+00,2.522120697773e-01,4.513919805964e-01,3,3,1,4.471347378191e+00,1.570285768486e-02,3.999093977716e-02,2.838410337719e-02,1.739664649970e-02,1.234750209462e-02,9.323174261555e-03,6.617247394489e-03,6.916845931234e-03,4.909323738084e-03,2.220446049250e-16,1.110223024625e-16,2.220446049250e-16,0.000000000000e+00,4.440892098501e-16,1.465279095965e-01,9.714881780250e-01,1.464655991067e-01,9.721448467967e-01
mlp,iid,sgd,fedavg,0,0.000000000000e+00,17,16,1.011337356653e-02,4.838990462444e-01,6.752734205485e-01,3.970167156877e-02,3.625893019193e-03,2.789209034298e+00,2.547342005238e-01,4.204858110744e-01,3,3,1,4.195920763796e+00,1.820248583082e-02,3.586660760887e-02,2.511851920089e-02,1.584530719562e-02,1.109696956505e-02,1.039322168391e-02,7.278701718137e-03,4.759032412826e-03,3.332900851478e-03,4.440892098501e-16,2.220446049250e-16,2.220446049250e-16,0.000000000000e+00,2.220446049250e-16,1.397547699997e-01,9.700973574409e-01,1.402766951700e-01,9.721448467967e-01
mlp,iid,sgd,fedavg,0,0.000000000000e+00,18,16,9.963514773470e-03,4.790664344593e-01,6.529568791756e-01,3.875073110579e-02,3.337250658938e-03,2.985545825509e+00,2.571181107853e-01,4.569697875085e-01,3,3,1,4.252279511481e+00,4.387154904323e-02,3.337472109369e-02,2.306651585492e-02,1.666975714413e-02,1.152109155859e-02,9.573210158191e-03,6.616402973871e-03,4.992352260573e-03,3.450401046007e-03,2.220446049250e-16,1.110223024625e-16,2.220446049250e-16,0.000000000000e+00,2.220446049250e-16,1.343299915702e-01,9.728789986092e-01,1.365406068294e-01,9.721448467967e-01
mlp,iid,sgd,fedavg,0,0.000000000000e+00,19,16,9.799702620108e-03,4.691198944255e-01,6.916506686309e-01,3.778187527043e-02,3.156272393209e-03,3.104834247257e+00,2.593757602015e-01,4.229263262395e-01,3,3,1,3.874156688733e+00,8.166502550233e-02,3.443763217627e-02,2.353313395290e-02,1.712049395697e-02,1.169937803990e-02,8.145744623000e-03,5.566436692802e-03,4.871478514258e-03,3.328950022984e-03,3.330669073875e-16,2.220446049250e-16,2.220446049250e-16,0.000000000000e+00,2.220446049250e-16,1.292512641792e-01,9.728789986092e-01,1.308920206609e-01,9.777158774373e-01
mlp,iid,sgd,fedavg,0,0.000000000000e+00,20,16,9.756674006665e-03,4.661187437604e-01,6.401003862411e-01,3.730491702161e-02,3.249923782920e-03,3.002123944550e+00,2.615385527064e-01,4.191977339659e-01,1,1,1,3.914957099848e+00,5.660490857912e-02,3.067217174040e-02,2.070506541678e-02,1.715124749702e-02,1.157784666866e-02,9.440139987537e-03,6.372509832033e-03,5.018237819639e-03,3.387531317051e-03,3.330669073875e-16,1.110223024625e-16,2.220446049250e-16,0.000000000000e+00,4.440892098501e-16,1.268775782049e-01,9.728789986092e-01,1.296629541046e-01,9.721448467967e-01
mlp,iid,sgd,fedavg,0,0.000000000000e+00,21,16,9.694087790976e-03,4.621275125265e-01,7.104334044242e-01,3.677340823167e-02,2.935238924845e-03,3.302657139397e+00,2.636167887922e-01,3.942810737122e-01,3,3,1,3.733173498264e+00,1.316635632788e-02,3.096995914586e-02,2.067926552355e-02,1.701664467659e-02,1.136235640253e-02,8.464689471913e-03,5.652043657523e-03,5.315101823951e-03,3.549000545482e-03,4.440892098501e-16,1.110223024625e-16,2.220446049250e-16,0.000000000000e+00,4.440892098501e-16,1.221604291340e-01,9.742698191933e-01,1.258875661016e-01,9.749303621170e-01
mlp,iid,sgd,fedavg,0,0.000000000000e+00,22,16,9.470447246858e-03,4.533669596384e-01,6.159475349710e-01,3.565402197333e-02,2.737084543061e-03,3.460049223129e+00,2.656207272756e-01,4.056992721992e-01,3,3,1,3.641301376143e+00,8.312660128378e-02,2.999406012653e-02,1.982438252471e-02,1.806950586253e-02,1.194292452373e-02,8.556114721434e-03,5.655109393243e-03,4.596825231752e-03,3.038242285608e-03,4.440892098501e-16,2.220446049250e-16,2.220446049250e-16,0.000000000000e+00,2.220446049250e-16,1.173742784172e-01,9.763560500695e-01,1.215549548444e-01,9.777158774373e-01
